ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,2/71,10/12112,0.2,34.118309859154934,8.045026686829297,0.0014790055319118167,0.743425958854657,0.7434259588546569,TRIM32/HSPA1B,2
GO:0007141,male meiosis I,2/71,19/12112,0.10526315789473684,17.95700518902891,5.679980246292582,0.005431912416405723,0.743425958854657,0.7434259588546569,BRCA2/BTBD18,2
GO:0002097,tRNA wobble base modification,2/71,21/12112,0.09523809523809523,16.246814218645202,5.369644617768148,0.006620557951334387,0.743425958854657,0.7434259588546569,ADAT2/KTI12,2
GO:0009451,RNA modification,4/71,154/12112,0.025974025974025976,4.430949332357783,3.29028326543306,0.012636764977758504,0.743425958854657,0.7434259588546569,TRMT10C/ADAT2/KTI12/FDXACB1,4
GO:0048562,embryonic organ morphogenesis,5/71,240/12112,0.020833333333333332,3.553990610328638,3.0686748315466414,0.013213015292663813,0.743425958854657,0.7434259588546569,DLX6/HOXD9/LRIG3/FOXE1/ALX1,5
GO:0006400,tRNA modification,3/71,89/12112,0.033707865168539325,5.750276942554201,3.4537858656557794,0.015303278731052278,0.743425958854657,0.7434259588546569,TRMT10C/ADAT2/KTI12,3
GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,3/71,92/12112,0.03260869565217391,5.562767911818739,3.3733232275402423,0.016713835477853503,0.743425958854657,0.7434259588546569,TRIM32/BRCA2/PHLDA3,3
GO:0007140,male meiotic nuclear division,2/71,36/12112,0.05555555555555555,9.477308294209701,3.9114301032426266,0.018771354080989736,0.743425958854657,0.7434259588546569,BRCA2/BTBD18,2
GO:0006399,tRNA metabolic process,4/71,175/12112,0.022857142857142857,3.899235412474849,2.9664894374764663,0.019327870791413283,0.743425958854657,0.7434259588546569,TRMT10C/ADAT2/KTI12/MARS2,4
GO:0015718,monocarboxylic acid transport,3/71,103/12112,0.02912621359223301,4.968685901818679,3.105988308101989,0.0224927044540549,0.743425958854657,0.7434259588546569,KCNJ8/SLC16A14/SLC10A5,3
GO:0001961,positive regulation of cytokine-mediated signaling pathway,2/71,41/12112,0.04878048780487805,8.321538990037789,3.6058742825035024,0.02397899828905741,0.743425958854657,0.7434259588546569,TRIM32/HSPA1B,2
GO:0019226,transmission of nerve impulse,2/71,42/12112,0.047619047619047616,8.123407109322601,3.5509673061887415,0.02508389139379528,0.743425958854657,0.7434259588546569,DMRT3/KCNJ8,2
GO:0043414,macromolecule methylation,3/71,108/12112,0.027777777777777776,4.7386541471048504,2.9967607657246136,0.025436092798726294,0.743425958854657,0.7434259588546569,METTL18/TRMT10C/FDXACB1,3
GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,2/71,44/12112,0.045454545454545456,7.75416133162612,3.4464185233447835,0.027354841613586218,0.743425958854657,0.7434259588546569,BRCA2/PHLDA3,2
GO:0060760,positive regulation of response to cytokine stimulus,2/71,44/12112,0.045454545454545456,7.75416133162612,3.4464185233447835,0.027354841613586218,0.743425958854657,0.7434259588546569,TRIM32/HSPA1B,2
GO:0048706,embryonic skeletal system development,3/71,114/12112,0.02631578947368421,4.489251297257227,2.8742076682642494,0.029229311289124902,0.743425958854657,0.7434259588546569,DLX6/HOXD9/ALX1,3
GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,2/71,51/12112,0.0392156862745098,6.689864678265673,3.1266787732447714,0.03591745452057207,0.743425958854657,0.7434259588546569,TRIM32/HSPA1B,2
GO:0008033,tRNA processing,3/71,127/12112,0.023622047244094488,4.029721636908063,2.6355634006426603,0.03841789304912957,0.743425958854657,0.7434259588546569,TRMT10C/ADAT2/KTI12,3
GO:2000027,regulation of animal organ morphogenesis,2/71,63/12112,0.031746031746031744,5.415604739548401,2.6981920701978273,0.05261714234383228,0.743425958854657,0.7434259588546569,DMRT3/SPRY1,2
GO:0018242,protein O-linked glycosylation via serine,1/71,10/12112,0.1,17.059154929577467,3.901054447700419,0.05711783036885609,0.743425958854657,0.7434259588546569,GALNT4,1
GO:0018243,protein O-linked glycosylation via threonine,1/71,10/12112,0.1,17.059154929577467,3.901054447700419,0.05711783036885609,0.743425958854657,0.7434259588546569,GALNT4,1
GO:0045348,positive regulation of MHC class II biosynthetic process,1/71,10/12112,0.1,17.059154929577467,3.901054447700419,0.05711783036885609,0.743425958854657,0.7434259588546569,CIITA,1
GO:0070424,"regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",1/71,10/12112,0.1,17.059154929577467,3.901054447700419,0.05711783036885609,0.743425958854657,0.7434259588546569,HSPA1B,1
GO:0090084,negative regulation of inclusion body assembly,1/71,10/12112,0.1,17.059154929577467,3.901054447700419,0.05711783036885609,0.743425958854657,0.7434259588546569,HSPA1B,1
GO:0097400,interleukin-17-mediated signaling pathway,1/71,10/12112,0.1,17.059154929577467,3.901054447700419,0.05711783036885609,0.743425958854657,0.7434259588546569,TRIM32,1
GO:1900864,mitochondrial RNA modification,1/71,10/12112,0.1,17.059154929577467,3.901054447700419,0.05711783036885609,0.743425958854657,0.7434259588546569,TRMT10C,1
GO:0008344,adult locomotory behavior,2/71,66/12112,0.030303030303030304,5.169440887750747,2.6080520682674804,0.057151311958013394,0.743425958854657,0.7434259588546569,DMRT3/HOXD9,2
GO:0016553,base conversion or substitution editing,1/71,11/12112,0.09090909090909091,15.50832266325224,3.696500897736149,0.06264953042205479,0.743425958854657,0.7434259588546569,ADAT2,1
GO:0021513,spinal cord dorsal/ventral patterning,1/71,11/12112,0.09090909090909091,15.50832266325224,3.696500897736149,0.06264953042205479,0.743425958854657,0.7434259588546569,DMRT3,1
GO:0048568,embryonic organ development,5/71,372/12112,0.013440860215053764,2.2928971679539605,1.9448642972721433,0.06682349749926407,0.743425958854657,0.7434259588546569,DLX6/HOXD9/LRIG3/FOXE1/ALX1,5
GO:0006448,regulation of translational elongation,1/71,12/12112,0.08333333333333333,14.215962441314552,3.5170993137770727,0.06814923154923724,0.743425958854657,0.7434259588546569,METTL18,1
GO:0010225,response to UV-C,1/71,12/12112,0.08333333333333333,14.215962441314552,3.5170993137770727,0.06814923154923724,0.743425958854657,0.7434259588546569,BRCA2,1
GO:0021511,spinal cord patterning,1/71,12/12112,0.08333333333333333,14.215962441314552,3.5170993137770727,0.06814923154923724,0.743425958854657,0.7434259588546569,DMRT3,1
GO:0051124,synaptic assembly at neuromuscular junction,1/71,12/12112,0.08333333333333333,14.215962441314552,3.5170993137770727,0.06814923154923724,0.743425958854657,0.7434259588546569,KCNJ8,1
GO:0090646,mitochondrial tRNA processing,1/71,12/12112,0.08333333333333333,14.215962441314552,3.5170993137770727,0.06814923154923724,0.743425958854657,0.7434259588546569,TRMT10C,1
GO:0001510,RNA methylation,2/71,75/12112,0.02666666666666667,4.549107981220658,2.367437990903291,0.07151933464301731,0.743425958854657,0.7434259588546569,TRMT10C/FDXACB1,2
GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,2/71,75/12112,0.02666666666666667,4.549107981220658,2.367437990903291,0.07151933464301731,0.743425958854657,0.7434259588546569,BRCA2/PHLDA3,2
GO:0003159,morphogenesis of an endothelium,1/71,13/12112,0.07692307692307693,13.122426868905743,3.35795141997945,0.07361711622361766,0.743425958854657,0.7434259588546569,STARD13,1
GO:0010992,ubiquitin recycling,1/71,13/12112,0.07692307692307693,13.122426868905743,3.35795141997945,0.07361711622361766,0.743425958854657,0.7434259588546569,TRIM32,1
GO:0045346,regulation of MHC class II biosynthetic process,1/71,13/12112,0.07692307692307693,13.122426868905743,3.35795141997945,0.07361711622361766,0.743425958854657,0.7434259588546569,CIITA,1
GO:0061154,endothelial tube morphogenesis,1/71,13/12112,0.07692307692307693,13.122426868905743,3.35795141997945,0.07361711622361766,0.743425958854657,0.7434259588546569,STARD13,1
GO:0090051,negative regulation of cell migration involved in sprouting angiogenesis,1/71,13/12112,0.07692307692307693,13.122426868905743,3.35795141997945,0.07361711622361766,0.743425958854657,0.7434259588546569,STARD13,1
GO:0032465,regulation of cytokinesis,2/71,77/12112,0.025974025974025976,4.430949332357783,2.3191269247673274,0.07485734588949702,0.743425958854657,0.7434259588546569,BRCA2/KLHL9,2
GO:0042472,inner ear morphogenesis,2/71,78/12112,0.02564102564102564,4.374142289635247,2.2955861143240757,0.07654491865036153,0.743425958854657,0.7434259588546569,DLX6/LRIG3,2
GO:0006590,thyroid hormone generation,1/71,14/12112,0.07142857142857142,12.185110663983902,3.2154029900642005,0.07905336589285661,0.743425958854657,0.7434259588546569,FOXE1,1
GO:0015721,bile acid and bile salt transport,1/71,14/12112,0.07142857142857142,12.185110663983902,3.2154029900642005,0.07905336589285661,0.743425958854657,0.7434259588546569,SLC10A5,1
GO:0045342,MHC class II biosynthetic process,1/71,14/12112,0.07142857142857142,12.185110663983902,3.2154029900642005,0.07905336589285661,0.743425958854657,0.7434259588546569,CIITA,1
GO:0048934,peripheral nervous system neuron differentiation,1/71,14/12112,0.07142857142857142,12.185110663983902,3.2154029900642005,0.07905336589285661,0.743425958854657,0.7434259588546569,HOXD9,1
GO:0048935,peripheral nervous system neuron development,1/71,14/12112,0.07142857142857142,12.185110663983902,3.2154029900642005,0.07905336589285661,0.743425958854657,0.7434259588546569,HOXD9,1
GO:0060602,branch elongation of an epithelium,1/71,14/12112,0.07142857142857142,12.185110663983902,3.2154029900642005,0.07905336589285661,0.743425958854657,0.7434259588546569,SPRY1,1
GO:0070431,nucleotide-binding oligomerization domain containing 2 signaling pathway,1/71,14/12112,0.07142857142857142,12.185110663983902,3.2154029900642005,0.07905336589285661,0.743425958854657,0.7434259588546569,HSPA1B,1
GO:0097396,response to interleukin-17,1/71,14/12112,0.07142857142857142,12.185110663983902,3.2154029900642005,0.07905336589285661,0.743425958854657,0.7434259588546569,TRIM32,1
GO:0097398,cellular response to interleukin-17,1/71,14/12112,0.07142857142857142,12.185110663983902,3.2154029900642005,0.07905336589285661,0.743425958854657,0.7434259588546569,TRIM32,1
GO:0099116,tRNA 5'-end processing,1/71,14/12112,0.07142857142857142,12.185110663983902,3.2154029900642005,0.07905336589285661,0.743425958854657,0.7434259588546569,TRMT10C,1
GO:2000232,regulation of rRNA processing,1/71,14/12112,0.07142857142857142,12.185110663983902,3.2154029900642005,0.07905336589285661,0.743425958854657,0.7434259588546569,METTL18,1
GO:0048704,embryonic skeletal system morphogenesis,2/71,80/12112,0.025,4.264788732394367,2.249671274772458,0.07995621315846096,0.743425958854657,0.7434259588546569,HOXD9/ALX1,2
GO:0060021,roof of mouth development,2/71,81/12112,0.024691358024691357,4.212137019648757,2.227273792459711,0.08167954626639513,0.743425958854657,0.7434259588546569,DLX6/FOXE1,2
GO:0000722,telomere maintenance via recombination,1/71,15/12112,0.06666666666666667,11.372769953051643,3.08666454657504,0.08445816098474046,0.743425958854657,0.7434259588546569,BRCA2,1
GO:0001833,inner cell mass cell proliferation,1/71,15/12112,0.06666666666666667,11.372769953051643,3.08666454657504,0.08445816098474046,0.743425958854657,0.7434259588546569,BRCA2,1
GO:0006878,intracellular copper ion homeostasis,1/71,15/12112,0.06666666666666667,11.372769953051643,3.08666454657504,0.08445816098474046,0.743425958854657,0.7434259588546569,SCO2,1
